,Date,h_team,a_team,Home Score,Away Score,play_off,home_odds,away_odds,season,margin,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,win_loc
188,2017-04-13,West Coast,Sydney,91,65,0,1.36,3.15,2017,26,64.0,68.0,-39.0,52.0,-28.0,-34.0,-52.0,1
189,2017-04-09,Gold Coast,Hawthorn,139,53,0,3.06,1.38,2017,86,24.0,68.0,-26.0,-53.0,-53.0,-99.0,-26.0,1
190,2017-04-09,Carlton,Essendon,57,42,0,3.23,1.35,2017,15,28.0,12.0,-24.0,15.0,-21.0,0.0,-81.0,1
191,2017-04-09,St Kilda,Brisbane,107,76,0,1.15,5.44,2017,31,48.0,12.0,58.0,22.0,-3.0,-31.0,13.0,1
192,2017-04-08,Fremantle,Western Bulldogs,89,73,0,4.88,1.18,2017,16,16.0,60.0,20.0,-65.0,13.0,38.0,28.0,1
193,2017-04-08,Port Adelaide,Adelaide,83,100,0,2.32,1.61,2017,-17,40.0,64.0,-15.0,-58.0,-3.0,24.0,-23.0,0
194,2017-04-08,Geelong,Melbourne,126,97,0,1.4,2.96,2017,29,68.0,40.0,111.0,-24.0,66.0,68.0,43.0,1
195,2017-04-08,Richmond,West Coast,76,65,0,2.56,1.51,2017,11,32.0,64.0,-68.0,-20.0,17.0,41.0,-10.0,1
196,2017-04-08,North Melbourne,GWS Giants,67,109,0,4.31,1.22,2017,-42,48.0,64.0,-37.0,56.0,75.0,86.0,28.0,0
197,2017-04-07,Sydney,Collingwood,79,80,0,1.45,2.74,2017,-1,68.0,36.0,80.0,11.0,-20.0,-29.0,47.0,0
198,2017-04-02,Port Adelaide,Fremantle,145,56,0,1.21,4.5,2017,89,40.0,16.0,-17.0,69.0,-7.0,22.0,-8.0,1
199,2017-04-02,Melbourne,Carlton,86,64,0,1.21,4.35,2017,22,40.0,28.0,-20.0,-23.0,23.0,-61.0,-58.0,1
200,2017-04-02,Geelong,North Melbourne,112,111,0,1.18,4.86,2017,1,68.0,48.0,31.0,-41.0,-16.0,-6.0,32.0,1
201,2017-04-01,West Coast,St Kilda,116,97,0,1.14,5.63,2017,19,64.0,48.0,103.0,95.0,53.0,33.0,25.0,1
202,2017-04-01,Brisbane,Essendon,84,111,0,2.9,1.41,2017,-27,12.0,12.0,37.0,-58.0,-8.0,10.0,-67.0,0
203,2017-04-01,GWS Giants,Gold Coast,160,58,0,1.12,6.37,2017,102,64.0,24.0,8.0,91.0,15.0,66.0,-40.0,1
204,2017-04-01,Hawthorn,Adelaide,89,113,0,2.04,1.78,2017,-24,68.0,64.0,3.0,74.0,29.0,12.0,11.0,0
205,2017-03-31,Western Bulldogs,Sydney,110,87,0,1.39,3.01,2017,23,60.0,68.0,22.0,4.0,4.0,-63.0,-35.0,1
206,2017-03-30,Richmond,Collingwood,99,80,0,2.14,1.71,2017,19,32.0,36.0,15.0,-1.0,91.0,5.0,-38.0,1
207,2017-03-26,Fremantle,Geelong,73,115,0,2.23,1.66,2017,-42,16.0,68.0,-17.0,44.0,-2.0,32.0,15.0,0
208,2017-03-26,Adelaide,GWS Giants,147,91,0,2.25,1.65,2017,56,64.0,64.0,22.0,-24.0,68.0,65.0,135.0,1
209,2017-03-26,North Melbourne,West Coast,93,136,0,3.4,1.32,2017,-43,48.0,64.0,-32.0,-25.0,10.0,38.0,-2.0,0
210,2017-03-25,Gold Coast,Brisbane,96,98,0,1.28,3.67,2017,-2,24.0,12.0,26.0,-13.0,14.0,64.0,-54.0,0
211,2017-03-25,Essendon,Hawthorn,116,91,0,3.16,1.36,2017,25,12.0,68.0,-108.0,-38.0,2.0,-4.0,-56.0,1
212,2017-03-25,St Kilda,Melbourne,90,120,0,1.65,2.25,2017,-30,48.0,40.0,36.0,39.0,37.0,2.0,17.0,0
213,2017-03-25,Sydney,Port Adelaide,82,110,0,1.28,3.7,2017,-28,68.0,40.0,67.0,10.0,48.0,26.0,4.0,0
214,2017-03-24,Collingwood,Western Bulldogs,86,100,0,2.88,1.41,2017,-14,36.0,60.0,-3.0,-21.0,-18.0,-8.0,34.0,0
215,2017-03-23,Carlton,Richmond,89,132,0,2.9,1.42,2017,-43,28.0,32.0,-9.0,-30.0,-27.0,-12.0,20.0,0
216,2016-10-01,Sydney,Western Bulldogs,67,89,1,1.51,2.6,2016,-22,64.0,56.0,-4.0,-4.0,63.0,35.0,82.0,0
217,2016-09-24,GWS Giants,Western Bulldogs,83,89,1,1.38,3.04,2016,-6,44.0,56.0,25.0,-45.0,6.0,-27.0,-4.0,0
218,2016-09-23,Geelong,Sydney,60,97,1,1.66,2.23,2016,-37,48.0,64.0,-38.0,32.0,-43.0,-110.0,44.0,0
219,2016-09-17,Sydney,Adelaide,118,82,1,1.59,2.38,2016,36,64.0,54.0,-10.0,52.0,63.0,77.0,29.0,1
220,2016-09-16,Hawthorn,Western Bulldogs,84,107,1,1.55,2.46,2016,-23,64.0,56.0,3.0,70.0,62.0,19.0,72.0,0
221,2016-09-10,Adelaide,North Melbourne,141,79,1,1.15,5.48,2016,62,54.0,52.0,33.0,-10.0,77.0,-7.0,36.0,1
222,2016-09-10,Sydney,GWS Giants,55,91,1,1.5,2.59,2016,-36,64.0,44.0,-42.0,25.0,89.0,21.0,46.0,0
223,2016-09-09,Geelong,Hawthorn,85,83,1,1.62,2.3,2016,2,48.0,64.0,30.0,-36.0,-62.0,-36.0,-23.0,1
224,2016-09-08,West Coast,Western Bulldogs,52,99,1,1.26,3.89,2016,-47,66.0,56.0,-8.0,77.0,-10.0,65.0,-22.0,0
225,2016-08-28,Fremantle,Western Bulldogs,69,49,0,2.85,1.44,2016,20,68.0,56.0,-65.0,13.0,38.0,28.0,38.0,1
226,2016-08-28,Hawthorn,Collingwood,112,111,0,1.29,3.62,2016,1,64.0,40.0,10.0,65.0,29.0,35.0,55.0,1
227,2016-08-28,St Kilda,Brisbane,161,103,0,1.05,10.13,2016,58,26.0,16.0,22.0,-3.0,-31.0,13.0,13.0,1
228,2016-08-27,Gold Coast,Port Adelaide,66,89,0,2.77,1.44,2016,-23,18.0,48.0,-37.0,-9.0,-17.0,-38.0,-48.0,0
229,2016-08-27,North Melbourne,GWS Giants,63,100,0,2.7,1.46,2016,-37,52.0,44.0,56.0,75.0,86.0,28.0,129.0,0
230,2016-08-27,Sydney,Richmond,164,51,0,1.04,11.37,2016,113,64.0,60.0,-1.0,-18.0,-3.0,11.0,47.0,1
231,2016-08-27,Essendon,Carlton,103,79,0,3.21,1.35,2016,24,24.0,16.0,-15.0,21.0,0.0,81.0,6.0,1
232,2016-08-27,Geelong,Melbourne,155,44,0,1.15,5.49,2016,111,48.0,28.0,-24.0,66.0,68.0,43.0,186.0,1
233,2016-08-26,Adelaide,West Coast,71,100,0,1.26,3.85,2016,-29,54.0,66.0,29.0,57.0,-56.0,-31.0,86.0,0
234,2016-08-21,Essendon,Western Bulldogs,53,93,0,6.83,1.1,2016,-40,24.0,56.0,-87.0,7.0,8.0,31.0,84.0,0
235,2016-08-21,Brisbane,Geelong,69,129,0,12.39,1.03,2016,-60,16.0,48.0,-69.0,-56.0,-62.0,-25.0,-1.0,0
236,2016-08-21,Carlton,Melbourne,78,58,0,4.3,1.22,2016,20,16.0,28.0,23.0,-23.0,61.0,58.0,76.0,1
237,2016-08-20,Port Adelaide,Adelaide,94,109,0,7.71,1.09,2016,-15,48.0,54.0,-58.0,-3.0,24.0,-23.0,54.0,0
238,2016-08-20,Collingwood,Gold Coast,118,47,0,1.22,4.22,2016,71,40.0,18.0,69.0,-5.0,-7.0,97.0,54.0,1
239,2016-08-20,GWS Giants,Fremantle,129,37,0,1.01,15.11,2016,92,44.0,68.0,18.0,-21.0,-76.0,-113.0,-95.0,1
240,2016-08-20,Richmond,St Kilda,46,55,0,2.31,1.62,2016,-9,60.0,26.0,16.0,26.0,44.0,64.0,17.0,0
241,2016-08-20,North Melbourne,Sydney,76,85,0,3.47,1.31,2016,-9,52.0,64.0,-26.0,26.0,-16.0,-71.0,43.0,0
242,2016-08-19,West Coast,Hawthorn,92,67,0,1.76,2.05,2016,25,66.0,64.0,-46.0,-46.0,32.0,-14.0,-44.0,1
243,2016-08-14,Fremantle,Adelaide,70,142,0,7.42,1.09,2016,-72,68.0,54.0,-33.0,11.0,40.0,22.0,7.0,0
244,2016-08-14,Richmond,Geelong,78,82,0,5.51,1.15,2016,-4,60.0,48.0,-9.0,-5.0,-44.0,-10.0,-62.0,0
245,2016-08-14,Essendon,Gold Coast,75,69,0,3.04,1.38,2016,6,24.0,18.0,-61.0,-2.0,19.0,43.0,17.0,1
246,2016-08-13,Port Adelaide,Melbourne,54,94,0,1.44,2.78,2016,-40,48.0,28.0,45.0,61.0,3.0,20.0,79.0,0
247,2016-08-13,St Kilda,Sydney,76,146,0,3.32,1.33,2016,-70,26.0,64.0,-97.0,-71.0,-59.0,-16.0,-29.0,0
249,2016-08-13,Hawthorn,North Melbourne,96,57,0,1.27,3.73,2016,39,64.0,52.0,9.0,60.0,-20.0,14.0,3.0,1
250,2016-08-13,Brisbane,Carlton,99,95,0,3.15,1.35,2016,4,16.0,16.0,-38.0,64.0,9.0,7.0,-13.0,1
251,2016-08-12,Western Bulldogs,Collingwood,95,92,0,1.35,3.21,2016,3,56.0,40.0,21.0,18.0,8.0,-34.0,-21.0,1
252,2016-08-07,Fremantle,West Coast,64,110,0,5.21,1.16,2016,-46,68.0,66.0,-33.0,-24.0,30.0,7.0,19.0,0
253,2016-08-07,Geelong,Essendon,100,34,0,1.01,16.14,2016,66,48.0,24.0,30.0,69.0,9.0,28.0,67.0,1
254,2016-08-07,Carlton,St Kilda,51,122,0,2.34,1.6,2016,-71,16.0,26.0,-32.0,40.0,85.0,32.0,36.0,0
255,2016-08-06,Adelaide,Brisbane,177,39,0,1.01,17.55,2016,138,54.0,16.0,87.0,13.0,105.0,19.0,-10.0,1
256,2016-08-06,Western Bulldogs,North Melbourne,61,47,0,2.23,1.65,2016,14,56.0,52.0,-16.0,23.0,-50.0,-29.0,-54.0,1
257,2016-08-06,Gold Coast,GWS Giants,84,92,0,7.22,1.09,2016,-8,18.0,44.0,-91.0,-15.0,-66.0,40.0,83.0,0
258,2016-08-06,Melbourne,Hawthorn,110,81,0,4.38,1.21,2016,29,28.0,64.0,-18.0,-105.0,-50.0,-95.0,-66.0,1
259,2016-08-06,Sydney,Port Adelaide,100,33,0,1.27,3.79,2016,67,64.0,48.0,10.0,48.0,26.0,4.0,-18.0,1
260,2016-08-05,Richmond,Collingwood,92,77,0,3.25,1.34,2016,15,60.0,40.0,-1.0,91.0,5.0,-38.0,-34.0,1
261,2016-07-31,Adelaide,Essendon,143,61,0,1.01,17.47,2016,82,54.0,24.0,112.0,-9.0,-35.0,4.0,-11.0,1
262,2016-07-31,Fremantle,Sydney,47,137,0,4.58,1.2,2016,-90,68.0,64.0,9.0,14.0,-24.0,-17.0,25.0,0
263,2016-07-31,Melbourne,Gold Coast,66,64,0,1.15,5.48,2016,2,28.0,18.0,73.0,26.0,-8.0,-13.0,-60.0,1
264,2016-07-30,Brisbane,Port Adelaide,79,173,0,5.8,1.13,2016,-94,16.0,48.0,-77.0,37.0,-113.0,-9.0,11.0,0
265,2016-07-30,North Melbourne,St Kilda,85,62,0,1.47,2.65,2016,23,52.0,26.0,7.0,37.0,59.0,68.0,33.0,1
266,2016-07-30,Collingwood,West Coast,91,72,0,2.03,1.77,2016,19,40.0,66.0,-62.0,-31.0,-60.0,8.0,62.0,1
267,2016-07-30,Hawthorn,Carlton,74,55,0,1.07,8.32,2016,19,64.0,16.0,57.0,138.0,28.0,15.0,50.0,1
268,2016-07-30,GWS Giants,Richmond,111,23,0,1.07,8.06,2016,88,44.0,60.0,-9.0,-27.0,-113.0,-121.0,-12.0,1
269,2016-07-29,Geelong,Western Bulldogs,103,78,0,1.23,4.12,2016,25,48.0,56.0,57.0,8.0,13.0,21.0,34.0,1
270,2016-07-24,Port Adelaide,GWS Giants,60,79,0,2.16,1.69,2016,-19,48.0,44.0,-86.0,21.0,35.0,75.0,56.0,0
271,2016-07-24,Hawthorn,Richmond,114,44,0,1.14,5.64,2016,70,64.0,60.0,46.0,-18.0,66.0,-41.0,-62.0,1
272,2016-07-24,Essendon,Brisbane,91,128,0,1.44,2.75,2016,-37,24.0,16.0,58.0,8.0,-10.0,67.0,36.0,0
273,2016-07-23,Geelong,Adelaide,85,55,0,1.87,1.92,2016,30,48.0,54.0,26.0,39.0,38.0,-2.0,27.0,1
274,2016-07-23,Western Bulldogs,St Kilda,60,75,0,1.35,3.21,2016,-15,56.0,26.0,57.0,6.0,-7.0,23.0,9.0,0
275,2016-07-23,West Coast,Melbourne,66,60,0,1.15,5.3,2016,6,66.0,28.0,54.0,66.0,93.0,94.0,108.0,1
276,2016-07-23,Gold Coast,Fremantle,105,81,0,1.86,1.92,2016,24,18.0,68.0,26.0,-7.0,-48.0,-45.0,-7.0,1
277,2016-07-23,Sydney,Carlton,74,68,0,1.05,8.92,2016,6,64.0,16.0,60.0,60.0,71.0,24.0,22.0,1
278,2016-07-22,Collingwood,North Melbourne,84,124,0,1.92,1.86,2016,-40,40.0,52.0,17.0,35.0,-11.0,16.0,-30.0,0
280,2016-07-17,St Kilda,Melbourne,110,74,0,2.17,1.68,2016,36,26.0,28.0,39.0,37.0,2.0,17.0,35.0,1
281,2016-07-17,Carlton,West Coast,75,82,0,5.15,1.16,2016,-7,16.0,66.0,-69.0,3.0,24.0,-10.0,-3.0,0
282,2016-07-16,Adelaide,Collingwood,97,69,0,1.17,5.05,2016,28,54.0,40.0,27.0,16.0,21.0,-27.0,-26.0,1
283,2016-07-16,Western Bulldogs,Gold Coast,107,59,0,1.1,6.76,2016,48,56.0,18.0,22.0,28.0,-45.0,-32.0,38.0,1
284,2016-07-16,North Melbourne,Port Adelaide,77,105,0,1.39,2.95,2016,-28,52.0,48.0,-8.0,7.0,10.0,-2.0,45.0,0
285,2016-07-16,Richmond,Essendon,102,83,0,1.16,5.19,2016,19,60.0,24.0,38.0,27.0,13.0,18.0,-50.0,1
286,2016-07-15,Fremantle,Geelong,61,78,0,3.42,1.31,2016,-17,68.0,48.0,44.0,-2.0,32.0,15.0,-41.0,0
287,2016-07-14,Sydney,Hawthorn,70,75,0,1.59,2.35,2016,-5,64.0,64.0,14.0,-89.0,4.0,-63.0,-10.0,0
288,2016-07-10,Essendon,St Kilda,98,109,0,6.15,1.12,2016,-11,24.0,26.0,-46.0,-110.0,2.0,-16.0,37.0,0
289,2016-07-10,West Coast,North Melbourne,104,72,0,1.34,3.27,2016,32,66.0,52.0,25.0,-10.0,-38.0,2.0,96.0,1
290,2016-07-10,Carlton,Adelaide,47,107,0,5.72,1.14,2016,-60,16.0,54.0,-9.0,5.0,32.0,-69.0,6.0,0
291,2016-07-09,Melbourne,Fremantle,87,55,0,1.51,2.53,2016,32,28.0,68.0,-54.0,-68.0,-63.0,-95.0,-90.0,1
292,2016-07-09,Western Bulldogs,Richmond,85,75,0,1.19,4.73,2016,10,56.0,60.0,19.0,2.0,-60.0,-67.0,-70.0,1
293,2016-07-09,Gold Coast,Brisbane,139,113,0,1.19,4.73,2016,26,18.0,16.0,-13.0,14.0,64.0,-54.0,53.0,1
295,2016-07-08,Geelong,Sydney,60,98,0,1.37,3.1,2016,-38,48.0,64.0,32.0,-43.0,-110.0,44.0,21.0,0
296,2016-07-07,Port Adelaide,Hawthorn,79,101,0,2.16,1.69,2016,-22,48.0,64.0,22.0,8.0,-3.0,14.0,-45.0,0
297,2016-07-03,Melbourne,Adelaide,98,120,0,3.59,1.29,2016,-22,28.0,54.0,-25.0,3.0,-68.0,-69.0,96.0,0
298,2016-07-02,Carlton,Collingwood,45,57,0,2.48,1.54,2016,-12,16.0,40.0,15.0,-18.0,-75.0,-15.0,-34.0,0
299,2016-07-02,Sydney,Western Bulldogs,79,83,0,1.39,2.99,2016,-4,64.0,56.0,-4.0,63.0,35.0,82.0,92.0,0
300,2016-07-02,Gold Coast,St Kilda,108,68,0,1.82,1.98,2016,40,18.0,26.0,-28.0,53.0,38.0,-46.0,13.0,1
301,2016-07-01,Port Adelaide,Richmond,94,56,0,1.35,3.22,2016,38,48.0,60.0,35.0,-33.0,57.0,-20.0,-41.0,1
302,2016-06-30,West Coast,Essendon,130,52,0,1.01,15.93,2016,78,66.0,24.0,50.0,-3.0,53.0,-7.0,-61.0,1
303,2016-06-26,Hawthorn,Gold Coast,86,60,0,1.04,9.61,2016,26,64.0,18.0,53.0,53.0,99.0,26.0,64.0,1
304,2016-06-25,St Kilda,Geelong,93,90,0,5.3,1.15,2016,3,26.0,48.0,0.0,-96.0,-101.0,-42.0,-28.0,1
305,2016-06-25,GWS Giants,Carlton,127,65,0,1.06,9.21,2016,62,44.0,16.0,81.0,78.0,8.0,-94.0,-67.0,1
306,2016-06-25,Richmond,Brisbane,117,75,0,1.06,8.92,2016,42,60.0,16.0,79.0,25.0,43.0,23.0,48.0,1
307,2016-06-24,Collingwood,Fremantle,85,37,0,1.83,1.96,2016,48,40.0,68.0,-7.0,-70.0,-27.0,29.0,80.0,1
308,2016-06-23,Adelaide,North Melbourne,100,67,0,1.27,3.77,2016,33,54.0,52.0,-10.0,77.0,-7.0,36.0,9.0,1
309,2016-06-19,Essendon,GWS Giants,90,117,0,12.72,1.02,2016,-27,24.0,44.0,-32.0,15.0,39.0,39.0,66.0,0
310,2016-06-19,Sydney,Melbourne,86,31,0,1.23,4.1,2016,55,64.0,28.0,38.0,31.0,31.0,101.0,0.0,1
311,2016-06-18,Western Bulldogs,Geelong,43,100,0,2.51,1.53,2016,-57,56.0,48.0,-8.0,-13.0,-21.0,-34.0,-20.0,0
312,2016-06-18,Fremantle,Port Adelaide,86,69,0,2.41,1.57,2016,17,68.0,48.0,-69.0,7.0,-22.0,8.0,-18.0,1
313,2016-06-18,Brisbane,West Coast,82,131,0,7.95,1.08,2016,-49,16.0,66.0,-64.0,-53.0,-12.0,-26.0,-98.0,0
314,2016-06-17,North Melbourne,Hawthorn,84,93,0,3.41,1.32,2016,-9,52.0,64.0,-60.0,20.0,-14.0,-3.0,-115.0,0
315,2016-06-13,Melbourne,Collingwood,104,58,0,1.61,2.31,2016,46,28.0,40.0,35.0,37.0,-25.0,-33.0,-83.0,1
316,2016-06-12,GWS Giants,Sydney,105,63,0,1.99,1.81,2016,42,44.0,64.0,-25.0,-89.0,-21.0,-46.0,32.0,1
317,2016-06-12,Richmond,Gold Coast,114,97,0,1.17,5.0,2016,17,60.0,18.0,83.0,-18.0,9.0,-2.0,-15.0,1
318,2016-06-12,St Kilda,Carlton,110,78,0,2.48,1.54,2016,32,26.0,16.0,-40.0,-85.0,-32.0,-36.0,9.0,1
319,2016-06-11,West Coast,Adelaide,76,105,0,1.42,2.86,2016,-29,66.0,54.0,-57.0,56.0,31.0,-86.0,6.0,0
320,2016-06-11,Geelong,North Melbourne,105,74,0,1.89,1.9,2016,31,48.0,52.0,-41.0,-16.0,-6.0,32.0,20.0,1
321,2016-06-11,Brisbane,Fremantle,64,147,0,2.21,1.67,2016,-83,16.0,68.0,-36.0,-58.0,-83.0,-40.0,-29.0,0
322,2016-06-11,Port Adelaide,Western Bulldogs,97,100,0,1.7,2.14,2016,-3,48.0,56.0,-64.0,38.0,72.0,-9.0,-38.0,0
323,2016-06-10,Essendon,Hawthorn,43,151,0,12.24,1.03,2016,-108,24.0,64.0,-38.0,2.0,-4.0,-56.0,-94.0,0
324,2016-06-05,Adelaide,St Kilda,133,45,0,1.15,5.47,2016,88,54.0,26.0,46.0,79.0,86.0,40.0,4.0,1
325,2016-06-05,Western Bulldogs,West Coast,83,75,0,1.76,2.04,2016,8,56.0,66.0,-77.0,10.0,-65.0,22.0,-70.0,1
326,2016-06-05,Collingwood,Port Adelaide,58,125,0,1.95,1.84,2016,-67,40.0,48.0,-3.0,6.0,-24.0,-35.0,24.0,0
327,2016-06-04,Fremantle,Essendon,126,47,0,1.28,3.59,2016,79,68.0,24.0,28.0,53.0,-4.0,-24.0,34.0,1
328,2016-06-04,Gold Coast,Sydney,41,79,0,6.11,1.12,2016,-38,18.0,64.0,-63.0,-52.0,-35.0,-41.0,-72.0,0
329,2016-06-04,Geelong,GWS Giants,98,88,0,1.5,2.58,2016,10,48.0,44.0,-13.0,27.0,7.0,59.0,65.0,1
330,2016-06-04,Carlton,Brisbane,102,64,0,1.25,3.88,2016,38,16.0,16.0,-64.0,-9.0,-7.0,13.0,36.0,1
331,2016-06-04,Hawthorn,Melbourne,82,64,0,1.24,3.97,2016,18,64.0,28.0,105.0,50.0,95.0,66.0,54.0,1
332,2016-06-03,North Melbourne,Richmond,124,54,0,1.56,2.43,2016,70,52.0,60.0,17.0,-41.0,35.0,28.0,62.0,1
333,2016-05-29,West Coast,Gold Coast,132,55,0,1.02,14.33,2016,77,66.0,18.0,0.0,92.0,52.0,3.0,17.0,1
334,2016-05-29,Collingwood,Western Bulldogs,53,74,0,2.79,1.44,2016,-21,40.0,56.0,-18.0,-8.0,34.0,21.0,48.0,0
335,2016-05-29,Carlton,Geelong,104,85,0,7.61,1.09,2016,19,16.0,48.0,-77.0,-6.0,-5.0,-16.0,-12.0,1
336,2016-05-28,Adelaide,GWS Giants,107,85,0,1.92,1.88,2016,22,54.0,44.0,-24.0,68.0,65.0,135.0,119.0,1
337,2016-05-28,Essendon,Richmond,67,105,0,5.41,1.15,2016,-38,24.0,60.0,-27.0,-13.0,-18.0,50.0,-39.0,0
338,2016-05-28,St Kilda,Fremantle,101,67,0,1.3,3.6,2016,34,26.0,68.0,-37.0,58.0,71.0,-30.0,-13.0,1
339,2016-05-28,Melbourne,Port Adelaide,76,121,0,2.02,1.79,2016,-45,28.0,48.0,-61.0,-3.0,-20.0,-79.0,-28.0,0
340,2016-05-28,Brisbane,Hawthorn,87,135,0,7.95,1.08,2016,-48,16.0,64.0,-72.0,-48.0,-58.0,-65.0,-42.0,0
341,2016-05-27,Sydney,North Melbourne,91,65,0,1.41,2.93,2016,26,64.0,52.0,-26.0,16.0,71.0,-43.0,39.0,1
342,2016-05-22,St Kilda,Essendon,109,63,0,1.18,4.84,2016,46,26.0,24.0,110.0,-2.0,16.0,-37.0,71.0,1
343,2016-05-22,GWS Giants,Western Bulldogs,98,73,0,1.39,3.01,2016,25,44.0,56.0,-45.0,6.0,-27.0,-4.0,-42.0,1
344,2016-05-22,Melbourne,Brisbane,131,68,0,1.16,5.13,2016,63,28.0,16.0,24.0,-23.0,-19.0,-28.0,-61.0,1
345,2016-05-21,Fremantle,Richmond,45,83,0,2.22,1.66,2016,-38,68.0,60.0,4.0,-27.0,20.0,-27.0,1.0,0
346,2016-05-21,North Melbourne,Carlton,113,46,0,1.24,4.07,2016,67,52.0,16.0,64.0,-23.0,-1.0,53.0,-18.0,1
347,2016-05-21,Port Adelaide,West Coast,86,94,0,2.62,1.49,2016,-8,48.0,66.0,-10.0,14.0,5.0,-48.0,-22.0,0
348,2016-05-21,Gold Coast,Adelaide,74,149,0,11.45,1.03,2016,-75,18.0,54.0,-45.0,-41.0,-32.0,-28.0,-91.0,0
349,2016-05-21,Collingwood,Geelong,104,80,0,5.51,1.15,2016,24,40.0,48.0,48.0,-41.0,-11.0,6.0,31.0,1
350,2016-05-20,Hawthorn,Sydney,55,69,0,1.81,1.99,2016,-14,64.0,64.0,89.0,-4.0,63.0,10.0,-19.0,0
351,2016-05-15,West Coast,St Kilda,132,29,0,1.16,5.22,2016,103,66.0,26.0,95.0,53.0,33.0,25.0,4.0,1
352,2016-05-15,Melbourne,Western Bulldogs,82,114,0,2.94,1.4,2016,-32,28.0,56.0,-98.0,39.0,-6.0,-16.0,-20.0,0
353,2016-05-15,Carlton,Port Adelaide,93,91,0,2.36,1.58,2016,2,16.0,48.0,4.0,-103.0,-33.0,1.0,18.0,1
354,2016-05-14,Brisbane,Collingwood,65,143,0,1.71,2.13,2016,-78,16.0,40.0,-12.0,67.0,-49.0,-58.0,-18.0,0
355,2016-05-14,Richmond,Sydney,101,100,0,3.55,1.3,2016,1,60.0,64.0,18.0,3.0,-11.0,-47.0,29.0,1
356,2016-05-14,GWS Giants,Gold Coast,149,58,0,1.05,10.34,2016,91,44.0,18.0,15.0,66.0,-40.0,-83.0,-44.0,1
357,2016-05-14,Hawthorn,Fremantle,116,75,0,1.09,7.31,2016,41,64.0,68.0,27.0,72.0,-19.0,58.0,15.0,1
358,2016-05-14,Essendon,North Melbourne,60,74,0,10.13,1.05,2016,-14,24.0,52.0,-25.0,-11.0,-12.0,39.0,-45.0,0
359,2016-05-13,Adelaide,Geelong,72,98,0,1.89,1.91,2016,-26,54.0,48.0,-39.0,-38.0,2.0,-27.0,50.0,0
360,2016-05-08,Port Adelaide,Brisbane,136,59,0,1.37,3.1,2016,77,48.0,16.0,-37.0,113.0,9.0,-11.0,-11.0,1
361,2016-05-08,St Kilda,North Melbourne,75,82,0,3.53,1.3,2016,-7,26.0,52.0,-37.0,-59.0,-68.0,-33.0,65.0,0
363,2016-05-07,Western Bulldogs,Adelaide,123,108,0,1.73,2.12,2016,15,56.0,54.0,-7.0,57.0,-9.0,17.0,-52.0,1
364,2016-05-07,Gold Coast,Melbourne,87,160,0,1.86,1.94,2016,-73,18.0,28.0,-26.0,8.0,13.0,60.0,-42.0,0
365,2016-05-07,Sydney,Essendon,135,54,0,1.02,14.38,2016,81,64.0,24.0,12.0,22.0,50.0,44.0,4.0,1
366,2016-05-07,Geelong,West Coast,123,79,0,1.5,2.58,2016,44,48.0,66.0,-56.0,75.0,66.0,-5.0,48.0,1
367,2016-05-07,Collingwood,Carlton,84,99,0,1.54,2.47,2016,-15,40.0,16.0,18.0,75.0,15.0,34.0,41.0,0
368,2016-05-06,Richmond,Hawthorn,90,136,0,4.12,1.24,2016,-46,60.0,64.0,18.0,-66.0,41.0,62.0,-63.0,0
369,2016-05-01,West Coast,Collingwood,124,62,0,1.12,6.22,2016,62,66.0,40.0,31.0,60.0,-8.0,-62.0,-13.0,1
370,2016-05-01,Carlton,Essendon,72,57,0,1.56,2.41,2016,15,16.0,24.0,-21.0,0.0,-81.0,-6.0,-5.0,1
371,2016-05-01,Brisbane,Sydney,94,97,0,5.11,1.17,2016,-3,16.0,64.0,-21.0,-79.0,-60.0,-47.0,-52.0,0
372,2016-04-30,Geelong,Gold Coast,168,48,0,1.08,7.62,2016,120,48.0,18.0,9.0,-40.0,52.0,14.0,150.0,1
373,2016-04-30,Richmond,Port Adelaide,59,94,0,1.38,3.02,2016,-35,60.0,48.0,33.0,-57.0,20.0,41.0,0.0,0
375,2016-04-30,Adelaide,Fremantle,97,64,0,1.08,7.94,2016,33,54.0,68.0,-11.0,-40.0,-22.0,-7.0,10.0,1
376,2016-04-30,Melbourne,St Kilda,96,135,0,1.72,2.14,2016,-39,28.0,26.0,-37.0,-2.0,-17.0,-35.0,-25.0,0
377,2016-04-29,North Melbourne,Western Bulldogs,61,45,0,1.8,2.01,2016,16,52.0,56.0,-23.0,50.0,29.0,54.0,54.0,1
378,2016-04-25,Collingwood,Essendon,142,73,0,1.33,3.33,2016,69,40.0,24.0,-3.0,20.0,-64.0,23.0,79.0,1
379,2016-04-24,Melbourne,Richmond,129,96,0,2.19,1.68,2016,33,28.0,60.0,32.0,17.0,-34.0,-23.0,-59.0,1
380,2016-04-24,Fremantle,Carlton,68,72,0,1.14,5.61,2016,-4,68.0,16.0,42.0,5.0,36.0,-8.0,-30.0,0
381,2016-04-24,St Kilda,GWS Giants,79,126,0,2.38,1.57,2016,-47,26.0,44.0,-35.0,-9.0,7.0,72.0,128.0,0
